amount,vpa_sender,vpa_receiver,timestamp,device_id,is_fraud
114638.84997147549,9464222350@paytm,user4185@paytm,2025-05-05 01:45:00,device_9464222350,1
9987.262219785256,user61@ybl,user26@ybl,2025-05-12 09:06:00,device_30,0
150246.54533568159,9429248708@okhdfcbank,user1114@okhdfcbank,2025-05-11 01:52:00,device_9429248708,1
9679.203190683567,user61@okhdfcbank,user22@okhdfcbank,2025-05-11 10:18:00,device_10,0
2690.3540369378024,user18@okhdfcbank,user89@okhdfcbank,2025-05-14 10:22:00,device_22,0
224481.9353753913,9495674814@paytm,user4941@paytm,2025-05-03 04:30:00,device_9495674814,1
9904.642071868897,user17@okhdfcbank,user3@okhdfcbank,2025-05-12 16:26:00,device_62,0
228853.0236512828,9434747780@paytm,user1864@paytm,2025-05-15 02:13:00,device_9434747780,1
159580.19139742182,9475837792@ybl,user6300@ybl,2025-05-12 00:33:00,device_9475837792,1
244657.40998783644,9422215528@okhdfcbank,user8081@okhdfcbank,2025-05-01 02:34:00,device_9422215528,1
147643.8718398477,9415553130@paytm,user4190@paytm,2025-05-09 04:40:00,device_9415553130,1
10672.51569017571,user43@paytm,user36@paytm,2025-05-10 09:29:00,device_90,0
63943.885166745895,9460874603@ybl,user6413@ybl,2025-05-07 03:23:00,device_9460874603,1
4731.732420381643,user75@okhdfcbank,user56@okhdfcbank,2025-05-13 10:53:00,device_6,0
18113.841590251952,user32@okhdfcbank,user97@okhdfcbank,2025-05-09 16:02:00,device_82,0
132939.62366102563,9420024454@paytm,user8018@paytm,2025-05-01 04:29:00,device_9420024454,1
4673.699210074806,user42@axl,user28@axl,2025-05-14 13:49:00,device_58,0
199721.74171636646,9481143513@axl,user4010@axl,2025-05-15 04:19:00,device_9481143513,1
15995.19709405287,user2@okhdfcbank,user94@okhdfcbank,2025-05-07 17:10:00,device_19,0
153212.36447219542,9415143829@axl,user7731@axl,2025-05-05 03:06:00,device_9415143829,1
15176.8197344566,user39@paytm,user86@paytm,2025-05-06 17:49:00,device_75,0
51297.61675610529,9477778326@okhdfcbank,user9890@okhdfcbank,2025-05-06 05:20:00,device_9477778326,1
141145.48013604927,9431574653@okhdfcbank,user5698@okhdfcbank,2025-05-08 02:01:00,device_9431574653,1
157623.02509890433,9460290513@axl,user5809@axl,2025-05-07 02:04:00,device_9460290513,1
16777.81889235157,user44@okhdfcbank,user51@okhdfcbank,2025-05-15 10:33:00,device_65,0
15751.70389927983,user18@paytm,user4@paytm,2025-05-04 13:58:00,device_11,0
19741.107419116513,user34@okhdfcbank,user13@okhdfcbank,2025-05-04 17:17:00,device_55,0
8283.118829109806,user98@axl,user51@axl,2025-05-06 10:11:00,device_33,0
10529.517835412888,user15@okhdfcbank,user46@okhdfcbank,2025-05-06 15:55:00,device_37,0
60233.10128909518,9490521377@okhdfcbank,user5076@okhdfcbank,2025-05-07 02:44:00,device_9490521377,1
126446.14160350095,9489758652@ybl,user3692@ybl,2025-05-05 00:10:00,device_9489758652,1
55910.55818832371,9482968848@ybl,user9862@ybl,2025-05-03 03:58:00,device_9482968848,1
16281.590229126983,user10@paytm,user21@paytm,2025-05-13 14:07:00,device_35,0
14768.436858419625,user87@paytm,user2@paytm,2025-05-12 10:43:00,device_42,0
13158.451518319873,user65@okhdfcbank,user71@okhdfcbank,2025-05-13 16:16:00,device_36,0
2450.846054527432,user57@sbi,user72@sbi,2025-05-08 09:04:00,device_73,0
207474.3916298546,9449754383@axl,user6877@axl,2025-05-12 01:11:00,device_9449754383,1
12960.365087021568,user55@axl,user51@axl,2025-05-01 09:51:00,device_98,0
2187.0500781451196,user12@paytm,user84@paytm,2025-05-04 14:36:00,device_84,0
3183.267834671224,user99@axl,user50@axl,2025-05-13 17:19:00,device_4,0
3869.582085642355,user69@okhdfcbank,user33@okhdfcbank,2025-05-05 13:48:00,device_45,0
135883.75737045065,9460181268@ybl,user1305@ybl,2025-05-13 02:16:00,device_9460181268,1
156150.12047762846,9478775060@okhdfcbank,user5589@okhdfcbank,2025-05-05 04:52:00,device_9478775060,1
14037.549833232299,user38@sbi,user33@sbi,2025-05-06 11:01:00,device_71,0
5769.445466841284,user70@okhdfcbank,user15@okhdfcbank,2025-05-10 14:59:00,device_56,0
234628.77754337154,9432293394@ybl,user8250@ybl,2025-05-05 05:42:00,device_9432293394,1
17419.08866836546,user70@okhdfcbank,user67@okhdfcbank,2025-05-09 12:46:00,device_39,0
377.3598063313565,user34@axl,user15@axl,2025-05-02 15:12:00,device_58,0
13824.804745179592,user53@ybl,user99@ybl,2025-05-08 12:59:00,device_74,0
68711.88138246711,9492944596@sbi,user8866@sbi,2025-05-06 05:43:00,device_9492944596,1
6014.572789502876,user83@sbi,user57@sbi,2025-05-11 10:11:00,device_26,0
4349.779155764073,user4@axl,user53@axl,2025-05-09 13:14:00,device_84,0
16782.860246257347,user63@axl,user68@axl,2025-05-06 10:32:00,device_39,0
105047.83620740165,9465614081@ybl,user2902@ybl,2025-05-15 02:14:00,device_9465614081,1
205747.63138503282,9496016319@axl,user2767@axl,2025-05-06 00:31:00,device_9496016319,1
12879.502515092443,user12@ybl,user43@ybl,2025-05-11 17:38:00,device_19,0
5656.631932580006,user54@okhdfcbank,user80@okhdfcbank,2025-05-13 15:00:00,device_1,0
15894.058577582413,user24@ybl,user13@ybl,2025-05-13 17:43:00,device_75,0
16201.88481229774,user19@paytm,user90@paytm,2025-05-09 11:56:00,device_30,0
13677.189851272202,user6@sbi,user62@sbi,2025-05-05 17:49:00,device_10,0
137417.82402787416,9480261936@ybl,user7614@ybl,2025-05-12 03:37:00,device_9480261936,1
18060.08257716952,user82@paytm,user85@paytm,2025-05-01 10:03:00,device_48,0
66214.98322945976,9464480549@sbi,user2378@sbi,2025-05-03 01:09:00,device_9464480549,1
19127.719011497964,user16@paytm,user26@paytm,2025-05-04 16:11:00,device_29,0
13980.464190837918,user20@paytm,user72@paytm,2025-05-10 13:30:00,device_70,0
239003.4188496988,9498926440@ybl,user8595@ybl,2025-05-08 03:24:00,device_9498926440,1
2197.326818648762,user61@okhdfcbank,user26@okhdfcbank,2025-05-03 14:53:00,device_39,0
172072.35386438132,9496978350@ybl,user6575@ybl,2025-05-03 01:50:00,device_9496978350,1
192609.21012686373,9455969430@paytm,user4607@paytm,2025-05-01 04:36:00,device_9455969430,1
12418.820968216978,user59@ybl,user81@ybl,2025-05-12 13:06:00,device_58,0
17069.30755290666,user81@paytm,user41@paytm,2025-05-08 16:00:00,device_59,0
11126.351190482657,user41@okhdfcbank,user42@okhdfcbank,2025-05-14 13:25:00,device_94,0
241740.48148156924,9448673354@sbi,user1667@sbi,2025-05-08 05:11:00,device_9448673354,1
15289.069728458984,user41@paytm,user64@paytm,2025-05-03 12:20:00,device_68,0
172908.2036442631,9445372654@paytm,user1390@paytm,2025-05-02 02:53:00,device_9445372654,1
17237.02635809616,user29@paytm,user15@paytm,2025-05-05 14:19:00,device_86,0
187556.9434192166,9487998328@axl,user5143@axl,2025-05-15 05:42:00,device_9487998328,1
10261.032780562038,user24@sbi,user95@sbi,2025-05-05 17:08:00,device_64,0
9108.304354113705,user97@sbi,user33@sbi,2025-05-11 10:18:00,device_8,0
87303.70207997086,9445562619@okhdfcbank,user3811@okhdfcbank,2025-05-04 04:02:00,device_9445562619,1
13355.355688254765,user90@paytm,user71@paytm,2025-05-14 09:38:00,device_45,0
18450.233308851573,user21@paytm,user80@paytm,2025-05-13 17:00:00,device_96,0
7909.788608359109,user94@ybl,user86@ybl,2025-05-08 13:13:00,device_87,0
221641.35819540595,9483746312@paytm,user8170@paytm,2025-05-07 01:50:00,device_9483746312,1
66675.81075375191,9431523136@okhdfcbank,user9529@okhdfcbank,2025-05-02 05:35:00,device_9431523136,1
10971.646560344496,user29@paytm,user61@paytm,2025-05-02 14:43:00,device_71,0
8657.56068880012,user39@sbi,user2@sbi,2025-05-14 14:58:00,device_14,0
19046.753412711852,user85@paytm,user86@paytm,2025-05-09 12:43:00,device_74,0
144699.39734738582,9435998658@ybl,user4727@ybl,2025-05-04 04:27:00,device_9435998658,1
4988.505193743186,user41@sbi,user55@sbi,2025-05-06 10:03:00,device_32,0
14108.97049940676,user15@okhdfcbank,user4@okhdfcbank,2025-05-13 15:29:00,device_63,0
5636.619529615591,user58@okhdfcbank,user11@okhdfcbank,2025-05-06 15:24:00,device_34,0
7223.556047640154,user16@ybl,user99@ybl,2025-05-05 16:11:00,device_9,0
247130.09082212014,9498917675@ybl,user5218@ybl,2025-05-11 03:54:00,device_9498917675,1
17305.593738431493,user80@okhdfcbank,user20@okhdfcbank,2025-05-14 15:47:00,device_93,0
1546.953165457375,user10@axl,user71@axl,2025-05-09 09:38:00,device_97,0
106968.09887549352,9494302960@paytm,user5737@paytm,2025-05-01 00:58:00,device_9494302960,1
1738.0744359178423,user67@okhdfcbank,user56@okhdfcbank,2025-05-11 17:29:00,device_24,0
14426.958576782534,user19@paytm,user13@paytm,2025-05-03 17:44:00,device_75,0
56355.69687146489,9462916829@axl,user7686@axl,2025-05-08 01:20:00,device_9462916829,1
188751.58406981506,9465053385@ybl,user7695@ybl,2025-05-11 01:27:00,device_9465053385,1
240810.20545174446,9485356616@axl,user5544@axl,2025-05-14 04:03:00,device_9485356616,1
16996.552437332764,user79@axl,user92@axl,2025-05-05 12:46:00,device_18,0
16552.402018090783,user95@okhdfcbank,user2@okhdfcbank,2025-05-12 16:56:00,device_79,0
7675.83237034493,user66@sbi,user14@sbi,2025-05-04 12:36:00,device_17,0
50785.86428444356,9467568092@ybl,user4118@ybl,2025-05-15 03:54:00,device_9467568092,1
110361.87393253873,9440635609@paytm,user4908@paytm,2025-05-09 00:27:00,device_9440635609,1
13063.91794830603,user38@paytm,user98@paytm,2025-05-14 11:33:00,device_26,0
13571.020813641288,user70@axl,user27@axl,2025-05-06 10:35:00,device_72,0
11617.391526712488,user23@axl,user1@axl,2025-05-08 16:58:00,device_56,0
82962.96314588742,9461212060@paytm,user7579@paytm,2025-05-15 04:20:00,device_9461212060,1
69142.91110403235,9427789600@paytm,user1987@paytm,2025-05-03 04:14:00,device_9427789600,1
145130.19689032732,9464702748@paytm,user4323@paytm,2025-05-02 02:19:00,device_9464702748,1
18031.738119693455,user11@ybl,user18@ybl,2025-05-01 13:23:00,device_35,0
1666.269327233476,user76@okhdfcbank,user94@okhdfcbank,2025-05-09 15:01:00,device_94,0
713.0926145523106,user86@axl,user25@axl,2025-05-02 11:07:00,device_89,0
8006.748203821471,user42@axl,user78@axl,2025-05-15 15:40:00,device_61,0
220547.34914638632,9423692051@okhdfcbank,user8453@okhdfcbank,2025-05-15 03:28:00,device_9423692051,1
5179.316518567701,user31@paytm,user6@paytm,2025-05-08 13:09:00,device_83,0
168765.97482302843,9466316561@ybl,user8553@ybl,2025-05-07 02:30:00,device_9466316561,1
11558.970169609061,user77@axl,user32@axl,2025-05-03 11:48:00,device_50,0
6709.668339288556,user3@sbi,user85@sbi,2025-05-08 15:47:00,device_45,0
113721.79255272142,9465978831@axl,user3594@axl,2025-05-06 04:08:00,device_9465978831,1
5526.560711871309,user32@axl,user2@axl,2025-05-06 11:30:00,device_18,0
189100.88720310567,9482974386@paytm,user5300@paytm,2025-05-08 04:12:00,device_9482974386,1
185478.62597777456,9488096799@ybl,user5485@ybl,2025-05-07 04:39:00,device_9488096799,1
7341.46533328781,user71@axl,user73@axl,2025-05-10 17:25:00,device_55,0
179464.09468408645,9460121218@axl,user5290@axl,2025-05-01 04:33:00,device_9460121218,1
4551.144402318428,user73@okhdfcbank,user50@okhdfcbank,2025-05-03 15:01:00,device_45,0
144929.14465517772,9422953919@sbi,user8589@sbi,2025-05-11 00:05:00,device_9422953919,1
17027.604637088305,user7@okhdfcbank,user42@okhdfcbank,2025-05-14 09:14:00,device_7,0
2666.4401926475175,user75@paytm,user73@paytm,2025-05-05 09:24:00,device_71,0
226282.06646465,9418457123@paytm,user8320@paytm,2025-05-13 00:21:00,device_9418457123,1
117617.9043260781,9452448405@paytm,user2041@paytm,2025-05-15 02:46:00,device_9452448405,1
151337.15817080054,9455327209@sbi,user4732@sbi,2025-05-05 05:49:00,device_9455327209,1
56746.0214915438,9444954428@okhdfcbank,user7289@okhdfcbank,2025-05-14 00:08:00,device_9444954428,1
15779.59879378525,user76@sbi,user96@sbi,2025-05-08 13:41:00,device_25,0
7164.073115053363,user54@axl,user36@axl,2025-05-08 12:31:00,device_53,0
198541.3042399962,9446159646@ybl,user4453@ybl,2025-05-04 03:36:00,device_9446159646,1
186973.6680053695,9439238685@ybl,user5294@ybl,2025-05-10 02:21:00,device_9439238685,1
5752.244346361871,user15@paytm,user28@paytm,2025-05-04 11:36:00,device_37,0
145368.6936635634,9496468894@ybl,user4906@ybl,2025-05-11 04:21:00,device_9496468894,1
1703.7952642638022,user63@paytm,user8@paytm,2025-05-03 15:11:00,device_74,0
228043.00052723486,9460316725@axl,user2548@axl,2025-05-03 03:42:00,device_9460316725,1
12384.800070224894,user56@ybl,user70@ybl,2025-05-09 17:48:00,device_76,0
104229.48730003697,9475147039@paytm,user8979@paytm,2025-05-06 01:02:00,device_9475147039,1
120782.16493661342,9417160516@axl,user2713@axl,2025-05-02 00:47:00,device_9417160516,1
10217.804811637254,user14@sbi,user1@sbi,2025-05-03 09:29:00,device_69,0
5561.940135098437,user64@axl,user29@axl,2025-05-05 12:47:00,device_59,0
4033.7646960483116,user66@paytm,user57@paytm,2025-05-12 17:13:00,device_42,0
8822.247220001604,user72@okhdfcbank,user88@okhdfcbank,2025-05-12 14:47:00,device_90,0
6954.648299979464,user34@axl,user57@axl,2025-05-06 11:47:00,device_97,0
19981.743458851768,user39@ybl,user34@ybl,2025-05-09 13:48:00,device_10,0
2858.7614304749154,user51@okhdfcbank,user49@okhdfcbank,2025-05-03 09:48:00,device_24,0
5840.268908221826,user42@paytm,user69@paytm,2025-05-05 13:18:00,device_14,0
160179.07515391393,9470168010@paytm,user6616@paytm,2025-05-11 04:59:00,device_9470168010,1
10842.603525080418,user29@axl,user46@axl,2025-05-07 12:03:00,device_96,0
6765.717876373762,user50@sbi,user82@sbi,2025-05-15 12:03:00,device_92,0
16130.050062878072,user92@sbi,user70@sbi,2025-05-08 14:42:00,device_39,0
148480.35184086714,9489477999@ybl,user1877@ybl,2025-05-01 02:38:00,device_9489477999,1
4276.581711805783,user64@okhdfcbank,user1@okhdfcbank,2025-05-13 15:55:00,device_45,0
12130.80105111125,user86@sbi,user17@sbi,2025-05-06 13:44:00,device_79,0
5881.653057838798,user67@sbi,user58@sbi,2025-05-14 09:00:00,device_40,0
11466.26101628904,user54@ybl,user12@ybl,2025-05-13 11:39:00,device_18,0
218456.41974964316,9461585623@axl,user4157@axl,2025-05-04 00:46:00,device_9461585623,1
13194.014702969214,user25@ybl,user94@ybl,2025-05-11 13:29:00,device_25,0
229479.46366431727,9477330285@paytm,user5275@paytm,2025-05-12 05:17:00,device_9477330285,1
72588.64168223471,9485211737@paytm,user2715@paytm,2025-05-05 01:32:00,device_9485211737,1
9626.967046590868,user28@ybl,user64@ybl,2025-05-15 16:30:00,device_37,0
19771.901376807393,user40@paytm,user79@paytm,2025-05-01 10:44:00,device_54,0
13267.518689109631,user37@sbi,user92@sbi,2025-05-12 17:32:00,device_43,0
6680.338347041238,user24@sbi,user37@sbi,2025-05-11 12:08:00,device_41,0
223710.56615716754,9457474562@okhdfcbank,user7713@okhdfcbank,2025-05-13 01:37:00,device_9457474562,1
207942.4018421098,9498773571@ybl,user5462@ybl,2025-05-06 01:41:00,device_9498773571,1
482.25913260734814,user5@sbi,user54@sbi,2025-05-14 14:07:00,device_36,0
1693.09053306856,user53@axl,user78@axl,2025-05-01 10:25:00,device_77,0
4806.71725031709,user18@axl,user3@axl,2025-05-09 11:17:00,device_3,0
208560.70695324882,9461194095@axl,user1830@axl,2025-05-05 01:38:00,device_9461194095,1
120981.03809254413,9424573458@sbi,user5946@sbi,2025-05-15 03:13:00,device_9424573458,1
736.730789644659,user54@ybl,user88@ybl,2025-05-09 14:17:00,device_38,0
64092.13553339166,9495612761@axl,user6105@axl,2025-05-14 00:56:00,device_9495612761,1
131043.02465985573,9484655555@axl,user2189@axl,2025-05-15 03:49:00,device_9484655555,1
14300.884622472986,user35@axl,user18@axl,2025-05-01 16:47:00,device_90,0
198444.36710484207,9482118497@okhdfcbank,user9524@okhdfcbank,2025-05-05 02:15:00,device_9482118497,1
108393.39213017371,9415886813@paytm,user8953@paytm,2025-05-08 05:07:00,device_9415886813,1
11155.94643594711,user93@okhdfcbank,user23@okhdfcbank,2025-05-02 10:03:00,device_61,0
1347.5302878152675,user10@sbi,user56@sbi,2025-05-10 11:02:00,device_21,0
242644.50788812226,9430812709@paytm,user2852@paytm,2025-05-13 03:44:00,device_9430812709,1
6173.545079720515,user17@sbi,user50@sbi,2025-05-08 11:52:00,device_99,0
12333.596464373326,user3@ybl,user59@ybl,2025-05-10 13:32:00,device_81,0
7054.711246757881,user98@sbi,user78@sbi,2025-05-09 11:11:00,device_67,0
19689.08660818434,user83@paytm,user74@paytm,2025-05-15 15:00:00,device_9,0
130431.79945472955,9454718979@axl,user9078@axl,2025-05-05 04:26:00,device_9454718979,1
15178.35267447708,user26@axl,user84@axl,2025-05-03 16:26:00,device_68,0
16147.508340415632,user21@ybl,user61@ybl,2025-05-10 09:18:00,device_77,0
138980.0099641076,9471130731@sbi,user1968@sbi,2025-05-13 04:05:00,device_9471130731,1
17072.967113269224,user3@sbi,user39@sbi,2025-05-02 10:11:00,device_99,0
915.9715601923665,user72@paytm,user51@paytm,2025-05-14 15:57:00,device_25,0
10905.82339892212,user71@paytm,user96@paytm,2025-05-07 17:19:00,device_96,0
56581.50459619433,9431701976@paytm,user7437@paytm,2025-05-14 03:13:00,device_9431701976,1
67483.36157421677,9416490750@okhdfcbank,user5326@okhdfcbank,2025-05-12 03:02:00,device_9416490750,1
19701.234118191558,user90@paytm,user73@paytm,2025-05-03 09:35:00,device_2,0
7493.989749537773,user16@axl,user98@axl,2025-05-01 17:43:00,device_82,0
4865.98696677007,user71@ybl,user18@ybl,2025-05-05 12:10:00,device_50,0
199883.9010802381,9464605903@okhdfcbank,user7659@okhdfcbank,2025-05-04 04:22:00,device_9464605903,1
97941.81564848893,9499317449@sbi,user8933@sbi,2025-05-04 04:15:00,device_9499317449,1
11581.735930058223,user87@ybl,user42@ybl,2025-05-01 14:50:00,device_37,0
6221.448504745375,user87@paytm,user40@paytm,2025-05-11 11:01:00,device_68,0
485.4788490043872,user25@axl,user97@axl,2025-05-12 12:18:00,device_42,0
6112.104056153984,user71@axl,user15@axl,2025-05-10 12:04:00,device_21,0
248290.71356855842,9488518263@sbi,user5535@sbi,2025-05-15 05:13:00,device_9488518263,1
18661.388117107894,user54@sbi,user23@sbi,2025-05-07 10:39:00,device_60,0
4415.094417069964,user92@axl,user58@axl,2025-05-10 13:16:00,device_91,0
183561.24399732338,9479424002@paytm,user9150@paytm,2025-05-04 02:34:00,device_9479424002,1
5656.255871171259,user78@sbi,user87@sbi,2025-05-03 11:49:00,device_40,0
11806.928888326378,user40@ybl,user5@ybl,2025-05-01 15:10:00,device_45,0
16302.234665040973,user17@sbi,user81@sbi,2025-05-10 15:04:00,device_67,0
205429.38318548736,9498825083@okhdfcbank,user9905@okhdfcbank,2025-05-11 05:38:00,device_9498825083,1
11969.980082813265,user64@sbi,user71@sbi,2025-05-01 16:51:00,device_69,0
5162.584289449463,user26@ybl,user14@ybl,2025-05-12 15:28:00,device_64,0
10129.793371016807,user61@sbi,user84@sbi,2025-05-14 09:08:00,device_69,0
10117.185033491141,user90@paytm,user96@paytm,2025-05-06 16:27:00,device_50,0
162128.58502919722,9431038318@okhdfcbank,user5021@okhdfcbank,2025-05-13 00:54:00,device_9431038318,1
154105.42256183273,9428794580@ybl,user1038@ybl,2025-05-03 00:55:00,device_9428794580,1
101401.24644448645,9440195262@sbi,user6629@sbi,2025-05-06 01:43:00,device_9440195262,1
15544.276295744654,user5@sbi,user46@sbi,2025-05-10 09:37:00,device_98,0
6754.795429418244,user75@sbi,user85@sbi,2025-05-08 09:25:00,device_86,0
15886.160964045297,user7@axl,user45@axl,2025-05-13 16:45:00,device_22,0
2881.5713780318965,user16@paytm,user87@paytm,2025-05-15 15:17:00,device_94,0
53631.59312141577,9449633979@okhdfcbank,user2099@okhdfcbank,2025-05-06 05:52:00,device_9449633979,1
6807.875144570228,user76@okhdfcbank,user38@okhdfcbank,2025-05-02 16:11:00,device_96,0
8597.109740623548,user42@sbi,user38@sbi,2025-05-08 10:13:00,device_55,0
7834.795984174291,user68@axl,user22@axl,2025-05-04 13:39:00,device_97,0
15775.606968385815,user35@sbi,user95@sbi,2025-05-04 13:11:00,device_61,0
75724.8120878384,9475151785@axl,user2340@axl,2025-05-04 03:08:00,device_9475151785,1
535.2621898931636,user5@okhdfcbank,user90@okhdfcbank,2025-05-10 10:20:00,device_44,0
12964.823926026625,user7@okhdfcbank,user96@okhdfcbank,2025-05-02 11:38:00,device_88,0
101336.11833005269,9450719803@sbi,user1976@sbi,2025-05-02 02:56:00,device_9450719803,1
11083.527340208519,user89@axl,user74@axl,2025-05-08 10:27:00,device_22,0
248076.83553964383,9455488487@axl,user8379@axl,2025-05-05 00:31:00,device_9455488487,1
220436.300063708,9496601594@ybl,user8901@ybl,2025-05-05 05:43:00,device_9496601594,1
17881.747308049227,user70@okhdfcbank,user57@okhdfcbank,2025-05-12 13:38:00,device_76,0
19836.335476958542,user84@paytm,user11@paytm,2025-05-09 15:58:00,device_69,0
18530.260896455122,user94@okhdfcbank,user13@okhdfcbank,2025-05-02 13:06:00,device_22,0
149445.83900399914,9481217813@paytm,user7906@paytm,2025-05-01 03:00:00,device_9481217813,1
1916.776826346878,user4@axl,user55@axl,2025-05-03 17:57:00,device_49,0
846.5534138213475,user21@paytm,user75@paytm,2025-05-08 15:09:00,device_12,0
2794.3138419330276,user98@ybl,user46@ybl,2025-05-15 11:58:00,device_17,0
4496.1578516104255,user8@paytm,user38@paytm,2025-05-08 15:06:00,device_52,0
